skill_match_percentage,critical_skill_match_percentage,missing_skills_count,critical_missing_skills_count,optional_skill_match_percentage,project_relevance_score,certification_relevance_score,internship_relevance_score,resume_completeness_score,keyword_match_score,role_category_match_score,readiness_label
33,39,0,12,19,37,30,42,61,37,48,Needs Improvement
77,52,11,6,15,88,38,68,81,65,46,Moderately Ready
58,48,3,0,38,51,58,42,43,71,58,Moderately Ready
67,27,11,9,69,24,61,62,43,68,64,Needs Improvement
62,75,5,12,93,49,24,42,51,45,28,Needs Improvement
55,53,0,11,29,52,30,22,42,49,21,Needs Improvement
84,60,4,3,30,60,66,70,73,78,61,Highly Ready
49,93,11,0,83,65,58,73,71,65,60,Moderately Ready
57,87,0,1,19,60,76,27,74,85,89,Moderately Ready
58,58,12,0,10,47,54,24,85,48,34,Needs Improvement
28,33,17,11,93,24,47,0,23,39,24,Not Ready Yet
71,76,3,7,100,85,65,79,100,85,82,Highly Ready
23,9,20,11,24,30,12,9,21,23,38,Not Ready Yet
57,34,0,3,83,54,40,56,22,56,31,Needs Improvement
90,63,10,3,22,80,64,84,70,55,52,Moderately Ready
80,43,8,0,16,45,54,57,82,64,80,Moderately Ready
100,91,0,0,89,87,66,77,100,90,87,Highly Ready
64,72,0,0,100,67,59,100,77,66,100,Highly Ready
38,33,9,0,63,36,20,44,28,29,37,Not Ready Yet
59,65,0,12,7,63,52,44,84,83,86,Moderately Ready
74,57,0,8,88,66,84,100,86,66,88,Highly Ready
51,77,11,12,70,96,84,79,70,53,61,Moderately Ready
35,39,12,0,68,9,11,8,19,25,25,Not Ready Yet
83,66,1,5,35,86,76,70,44,62,53,Moderately Ready
86,63,0,9,46,81,86,52,76,81,71,Highly Ready
11,26,17,7,24,14,4,33,52,26,30,Not Ready Yet
21,50,18,12,33,20,42,55,56,57,53,Needs Improvement
73,54,8,0,71,80,51,60,48,86,66,Moderately Ready
69,70,1,0,65,68,37,56,59,65,100,Moderately Ready
46,57,6,0,28,70,59,75,95,62,47,Moderately Ready
60,81,9,1,27,57,57,42,78,42,66,Moderately Ready
50,60,4,8,52,52,56,31,85,51,66,Moderately Ready
75,65,0,8,69,73,58,47,81,35,71,Moderately Ready
79,65,0,0,31,70,65,62,68,92,56,Moderately Ready
23,15,15,12,50,9,3,0,48,48,5,Not Ready Yet
76,44,3,9,21,91,67,88,96,100,100,Highly Ready
76,64,4,0,88,92,89,56,100,84,92,Highly Ready
42,19,2,0,76,21,6,14,46,13,20,Not Ready Yet
72,62,9,0,67,65,76,29,78,49,72,Moderately Ready
79,87,9,4,76,83,53,63,100,100,84,Highly Ready
88,67,0,5,38,71,69,55,83,57,87,Highly Ready
73,74,18,12,30,55,59,69,69,88,74,Moderately Ready
57,68,11,0,48,71,40,86,100,43,58,Moderately Ready
95,69,0,12,22,100,86,76,72,77,68,Highly Ready
77,93,4,0,76,86,81,63,100,98,85,Highly Ready
52,93,9,5,0,74,74,22,84,92,59,Moderately Ready
0,17,20,9,34,39,8,23,36,10,25,Not Ready Yet
92,65,0,2,24,78,71,48,93,77,63,Highly Ready
22,27,13,0,30,37,21,0,23,11,56,Not Ready Yet
44,43,0,9,55,54,64,60,79,52,60,Moderately Ready
34,64,9,9,51,41,47,34,66,50,44,Needs Improvement
64,43,0,12,100,52,34,52,70,62,46,Needs Improvement
100,53,4,3,71,58,79,96,75,76,53,Highly Ready
38,66,8,0,44,50,51,58,77,75,59,Moderately Ready
75,96,5,5,20,66,65,47,98,69,68,Highly Ready
96,69,5,4,35,62,100,59,88,72,78,Highly Ready
18,30,20,5,78,36,18,14,51,39,0,Not Ready Yet
82,68,0,0,69,76,90,55,64,100,77,Highly Ready
82,82,20,5,37,87,100,86,76,100,75,Highly Ready
54,83,6,12,19,48,48,69,48,65,77,Needs Improvement
26,14,6,1,86,36,37,38,4,22,36,Not Ready Yet
73,95,0,0,63,74,81,62,95,94,56,Highly Ready
39,55,0,5,61,31,52,24,49,41,52,Needs Improvement
78,69,5,0,4,76,53,67,79,71,63,Moderately Ready
78,57,13,0,8,41,53,81,61,87,90,Moderately Ready
84,88,6,0,10,88,99,88,94,71,96,Highly Ready
65,83,1,6,89,81,87,67,79,78,100,Highly Ready
52,63,1,0,18,74,52,75,84,56,66,Moderately Ready
60,83,4,10,31,59,75,75,53,68,66,Moderately Ready
45,55,13,4,54,52,34,68,48,63,52,Needs Improvement
41,21,20,12,88,19,40,35,61,30,35,Not Ready Yet
96,84,2,0,76,100,74,88,89,100,86,Highly Ready
33,6,6,10,93,46,32,40,39,18,41,Not Ready Yet
12,15,6,8,64,29,16,18,27,27,15,Not Ready Yet
38,39,11,12,38,14,40,29,40,38,21,Not Ready Yet
2,26,18,2,100,21,38,0,9,12,49,Not Ready Yet
45,61,18,0,9,72,61,41,48,59,65,Moderately Ready
98,91,2,2,18,86,83,100,78,94,73,Highly Ready
83,89,4,0,88,18,60,92,67,59,68,Moderately Ready
33,16,14,6,8,34,39,5,25,63,27,Not Ready Yet
47,26,20,0,97,40,30,65,75,53,51,Needs Improvement
76,79,12,4,88,73,92,71,68,76,67,Highly Ready
65,93,8,1,30,75,82,100,90,100,83,Highly Ready
27,26,20,0,35,0,8,51,10,37,5,Not Ready Yet
62,57,0,0,28,55,25,57,56,84,75,Moderately Ready
10,47,20,0,24,0,11,41,36,27,34,Not Ready Yet
56,30,0,0,70,53,44,53,31,29,61,Needs Improvement
60,88,2,0,20,75,29,72,47,61,68,Moderately Ready
74,53,3,6,23,61,77,46,57,53,63,Moderately Ready
38,24,11,12,97,35,49,12,33,55,21,Needs Improvement
37,26,5,0,89,41,21,29,61,39,27,Needs Improvement
49,77,0,12,71,63,24,63,56,63,79,Moderately Ready
69,61,14,4,51,57,58,58,66,66,80,Moderately Ready
34,34,14,0,48,22,31,59,66,46,33,Needs Improvement
21,24,20,9,22,44,37,11,20,38,45,Not Ready Yet
0,18,5,12,42,34,38,13,13,6,34,Not Ready Yet
45,58,10,10,43,69,35,47,46,81,63,Moderately Ready
97,70,0,0,36,75,40,89,96,75,68,Highly Ready
50,28,9,3,68,63,59,56,70,40,26,Needs Improvement
83,89,0,0,49,70,70,87,82,81,83,Highly Ready
24,24,3,6,52,61,56,47,62,56,36,Needs Improvement
75,66,15,5,68,59,62,47,81,48,46,Moderately Ready
65,69,0,8,43,82,25,29,81,44,75,Moderately Ready
39,40,12,12,46,20,33,46,56,35,67,Needs Improvement
12,14,20,6,71,44,24,16,29,24,58,Not Ready Yet
82,62,2,12,35,84,71,70,50,66,68,Moderately Ready
68,96,5,5,0,60,73,95,100,95,74,Highly Ready
91,65,20,0,12,93,88,82,71,68,89,Highly Ready
66,84,0,6,0,100,74,58,80,92,82,Highly Ready
70,66,16,0,15,41,48,38,49,41,43,Needs Improvement
58,35,18,7,36,81,74,30,84,46,87,Moderately Ready
37,11,17,12,87,18,3,38,24,13,36,Not Ready Yet
93,76,0,2,26,58,53,45,58,92,60,Highly Ready
25,34,16,11,61,27,15,27,23,28,42,Not Ready Yet
48,53,12,6,80,41,56,49,56,26,19,Moderately Ready
62,56,4,0,35,63,52,48,82,71,31,Moderately Ready
91,86,9,12,65,33,35,50,100,67,68,Moderately Ready
85,99,9,1,63,97,79,62,74,88,82,Highly Ready
38,41,16,1,10,48,27,19,71,51,69,Needs Improvement
62,63,12,0,75,61,20,24,45,47,62,Needs Improvement
73,46,7,9,25,44,42,75,57,79,56,Moderately Ready
28,36,11,8,29,17,27,41,45,36,34,Not Ready Yet
32,48,3,12,60,34,24,39,77,43,64,Needs Improvement
98,75,5,9,48,78,76,93,83,68,100,Highly Ready
49,47,18,12,9,61,38,34,42,45,43,Not Ready Yet
61,59,0,0,31,50,69,68,72,62,71,Moderately Ready
18,20,17,12,51,30,15,42,35,28,26,Not Ready Yet
90,68,10,0,67,80,76,41,96,92,100,Highly Ready
65,37,18,0,16,81,56,54,76,74,73,Moderately Ready
70,77,5,3,35,53,91,33,50,74,41,Moderately Ready
43,63,1,6,44,83,68,51,100,63,67,Moderately Ready
74,63,3,3,59,100,78,66,79,98,86,Highly Ready
76,85,0,0,41,56,44,80,69,49,84,Moderately Ready
60,35,20,12,83,33,45,37,39,15,74,Needs Improvement
94,72,2,7,85,64,59,47,63,84,77,Highly Ready
22,67,15,0,80,57,21,38,79,62,49,Needs Improvement
15,38,5,7,81,11,19,0,45,17,23,Not Ready Yet
29,53,20,1,61,37,31,48,56,32,70,Needs Improvement
27,33,7,12,18,31,35,39,63,51,57,Needs Improvement
96,73,0,8,0,78,100,40,100,74,61,Highly Ready
40,30,18,0,22,32,63,20,86,42,40,Needs Improvement
53,90,0,7,28,86,89,91,98,85,95,Highly Ready
47,61,4,6,93,58,38,87,59,40,68,Highly Ready
9,18,9,12,14,29,34,31,44,29,11,Not Ready Yet
77,100,0,0,28,65,74,89,82,67,69,Highly Ready
39,27,20,12,49,32,32,22,6,42,34,Not Ready Yet
43,75,2,4,11,73,37,57,62,57,33,Moderately Ready
93,86,2,2,75,84,58,72,83,59,100,Highly Ready
71,49,10,6,26,60,65,57,88,66,64,Moderately Ready
96,93,1,12,55,92,82,68,67,100,83,Highly Ready
38,21,15,12,83,4,30,14,42,41,48,Not Ready Yet
67,72,4,0,53,45,54,39,68,74,97,Highly Ready
66,65,0,11,98,78,100,72,66,91,82,Highly Ready
77,41,10,0,75,69,61,69,67,62,56,Moderately Ready
27,13,20,12,52,22,27,0,54,28,60,Not Ready Yet
23,48,5,2,22,65,33,11,73,73,41,Needs Improvement
82,74,6,0,71,84,51,70,84,69,48,Moderately Ready
50,48,4,0,71,34,61,48,59,19,43,Needs Improvement
16,40,6,1,41,34,37,37,44,24,25,Needs Improvement
86,66,20,0,7,59,48,77,71,77,84,Highly Ready
30,19,0,0,33,51,40,18,63,16,56,Not Ready Yet
44,64,0,0,34,56,52,25,48,59,66,Moderately Ready
94,80,0,0,73,74,55,89,44,84,99,Highly Ready
100,100,0,4,15,82,62,56,88,92,91,Highly Ready
70,90,6,8,59,58,55,44,97,74,81,Highly Ready
29,42,0,3,13,25,63,33,68,55,65,Needs Improvement
72,39,4,0,16,59,53,66,86,73,50,Moderately Ready
63,72,10,10,13,58,60,80,96,85,65,Moderately Ready
40,21,0,11,63,1,25,27,63,29,64,Not Ready Yet
74,86,11,10,10,77,52,75,78,68,83,Moderately Ready
63,77,1,4,50,87,37,72,59,43,65,Moderately Ready
65,61,13,0,70,70,31,63,33,48,44,Needs Improvement
58,65,1,10,3,35,35,38,50,45,30,Needs Improvement
53,30,4,0,66,35,14,35,62,56,56,Needs Improvement
20,33,16,12,40,29,38,34,14,41,12,Not Ready Yet
58,37,8,12,66,42,57,30,73,42,39,Needs Improvement
58,67,8,11,52,46,74,27,92,70,46,Moderately Ready
44,16,15,4,10,21,42,9,33,14,35,Not Ready Yet
45,71,2,1,66,75,44,67,71,79,75,Moderately Ready
59,65,0,0,59,64,81,84,71,87,71,Highly Ready
68,36,0,0,62,43,23,72,84,59,68,Moderately Ready
20,45,17,7,60,63,26,73,27,56,42,Not Ready Yet
69,74,0,8,45,97,75,74,91,70,92,Highly Ready
82,50,0,8,22,82,60,60,78,56,92,Moderately Ready
76,96,3,0,83,75,97,69,93,90,79,Highly Ready
48,65,9,7,71,53,72,76,98,54,65,Moderately Ready
36,28,16,0,67,35,59,15,69,65,72,Needs Improvement
39,10,15,1,0,33,40,29,41,41,34,Not Ready Yet
36,30,13,3,84,14,27,36,18,13,7,Not Ready Yet
81,55,6,12,13,65,39,83,53,86,85,Moderately Ready
57,82,12,12,51,64,42,63,79,52,65,Moderately Ready
48,29,14,8,91,38,51,27,49,60,51,Needs Improvement
0,35,20,10,19,16,7,9,70,36,25,Not Ready Yet
92,88,0,3,55,79,57,73,76,85,60,Highly Ready
35,56,20,0,7,38,21,55,42,66,48,Needs Improvement
72,80,0,0,53,95,56,92,90,79,100,Moderately Ready
93,78,3,0,77,50,100,94,99,100,100,Highly Ready
80,63,18,0,68,78,76,81,80,52,70,Moderately Ready
62,48,13,0,79,67,38,65,76,80,73,Moderately Ready
35,0,9,12,98,25,38,56,47,44,35,Not Ready Yet
22,17,20,2,95,38,11,58,35,59,33,Needs Improvement
73,84,11,12,62,56,72,72,90,54,71,Moderately Ready
83,82,0,1,17,80,45,69,71,66,65,Moderately Ready
42,56,1,0,77,55,67,45,85,81,56,Moderately Ready
70,74,9,0,18,73,57,57,95,88,90,Highly Ready
66,90,0,0,50,88,60,78,78,87,100,Highly Ready
66,68,5,10,28,95,70,81,75,46,89,Highly Ready
100,87,2,12,38,75,100,87,84,99,71,Moderately Ready
61,74,20,3,9,80,90,50,59,83,68,Moderately Ready
79,86,0,0,100,64,33,62,92,74,62,Highly Ready
62,88,12,10,51,80,44,67,64,70,53,Moderately Ready
51,45,20,0,13,67,26,58,44,36,36,Needs Improvement
89,96,0,12,97,88,71,50,88,75,70,Highly Ready
40,76,0,7,51,58,55,85,71,82,50,Moderately Ready
75,76,14,5,76,47,74,45,63,84,72,Highly Ready
55,25,20,1,35,39,56,42,65,36,33,Needs Improvement
54,80,18,0,67,67,80,66,58,43,54,Moderately Ready
57,74,20,0,11,52,49,50,65,83,80,Highly Ready
29,52,10,5,70,53,38,44,68,28,47,Needs Improvement
69,58,0,3,30,64,55,53,81,89,72,Highly Ready
82,65,5,0,95,68,48,81,49,98,98,Highly Ready
100,82,0,5,61,72,55,97,85,74,74,Highly Ready
81,78,0,0,7,65,61,63,66,89,100,Highly Ready
40,31,20,12,47,30,33,33,13,46,12,Not Ready Yet
20,36,14,8,69,39,39,33,48,46,11,Not Ready Yet
76,68,9,0,73,95,81,54,67,67,81,Highly Ready
60,43,0,0,96,71,47,68,58,67,94,Moderately Ready
96,63,15,12,40,99,99,94,77,88,69,Highly Ready
15,36,13,6,92,40,1,3,46,16,4,Not Ready Yet
15,28,4,12,100,69,44,40,66,68,41,Needs Improvement
42,23,4,8,10,12,6,26,40,20,55,Not Ready Yet
45,64,6,0,74,32,58,41,41,57,39,Needs Improvement
84,91,0,8,13,83,75,100,94,82,76,Highly Ready
52,38,13,12,60,33,0,32,36,43,14,Not Ready Yet
54,46,7,7,40,51,49,54,74,25,58,Needs Improvement
75,85,14,4,32,84,47,49,67,100,69,Highly Ready
84,57,0,0,56,70,77,50,70,82,65,Moderately Ready
64,39,9,9,67,55,91,67,50,51,66,Moderately Ready
49,22,12,11,80,44,30,60,55,39,39,Needs Improvement
100,91,9,3,100,75,47,54,88,77,91,Highly Ready
93,78,4,3,36,95,73,63,69,82,68,Highly Ready
73,57,12,0,92,83,52,89,61,88,83,Highly Ready
41,26,14,4,37,2,1,50,8,44,17,Not Ready Yet
97,62,18,2,67,97,62,63,100,77,82,Highly Ready
67,45,3,7,68,54,90,74,81,87,60,Moderately Ready
81,61,14,12,43,57,39,69,49,58,43,Moderately Ready
13,24,16,0,83,39,30,34,15,60,36,Not Ready Yet
37,17,13,12,25,38,36,54,60,44,12,Needs Improvement
60,82,6,12,71,77,66,47,83,60,65,Moderately Ready
22,50,10,12,40,62,41,58,63,32,29,Needs Improvement
95,100,17,12,71,97,71,96,69,76,67,Highly Ready
39,22,1,7,56,25,1,0,22,46,42,Not Ready Yet
93,100,3,0,78,82,78,92,58,67,100,Highly Ready
74,62,0,7,95,88,58,69,79,70,49,Moderately Ready
79,65,1,0,78,77,67,59,90,92,60,Highly Ready
54,22,10,0,97,50,24,54,30,40,41,Needs Improvement
92,70,3,0,91,100,64,93,70,62,86,Highly Ready
84,83,11,12,18,69,43,77,82,68,50,Moderately Ready
33,30,20,2,75,23,24,42,41,19,32,Not Ready Yet
0,11,5,5,81,26,33,9,23,17,28,Not Ready Yet
4,43,7,2,0,19,6,0,60,57,0,Not Ready Yet
27,45,17,12,60,13,41,27,29,31,33,Not Ready Yet
42,11,16,5,34,24,18,20,29,22,38,Not Ready Yet
17,12,18,1,33,17,22,36,42,9,42,Not Ready Yet
79,88,19,0,47,75,98,36,75,76,85,Highly Ready
72,63,0,1,74,53,77,77,73,73,71,Moderately Ready
76,32,5,12,6,56,44,93,70,46,46,Needs Improvement
56,53,15,0,81,47,82,69,88,84,56,Moderately Ready
38,22,5,0,10,22,65,56,67,66,72,Needs Improvement
53,31,9,2,15,85,44,70,79,57,70,Moderately Ready
19,0,7,0,48,16,47,40,12,11,33,Not Ready Yet
22,54,20,4,100,47,17,35,72,21,30,Needs Improvement
69,90,14,7,88,33,90,88,45,88,77,Moderately Ready
73,50,20,4,12,72,46,48,79,79,58,Moderately Ready
44,19,20,12,81,25,1,42,28,14,40,Not Ready Yet
94,100,1,0,12,100,85,83,66,100,74,Moderately Ready
87,100,5,0,0,80,51,76,83,76,76,Highly Ready
22,18,16,12,68,27,33,18,23,29,37,Not Ready Yet
0,30,6,0,20,22,20,39,49,36,32,Not Ready Yet
84,84,8,12,76,100,51,95,62,88,70,Highly Ready
44,68,0,6,27,82,82,39,69,88,56,Moderately Ready
49,23,0,12,0,69,53,41,78,74,50,Needs Improvement
42,23,12,12,27,5,11,25,32,18,58,Not Ready Yet
0,14,20,7,42,10,44,9,44,17,23,Not Ready Yet
38,39,0,0,0,39,60,24,50,36,27,Needs Improvement
71,67,4,12,72,97,86,82,92,86,77,Highly Ready
36,44,9,2,26,49,53,36,39,40,29,Needs Improvement
85,67,8,3,34,82,56,100,89,72,46,Moderately Ready
70,55,8,0,53,66,79,40,81,54,76,Moderately Ready
55,85,8,0,60,69,56,45,74,31,60,Moderately Ready
53,76,8,3,33,54,46,68,67,80,56,Moderately Ready
63,55,5,5,67,81,57,44,86,60,76,Moderately Ready
51,51,9,6,49,84,38,52,78,39,50,Moderately Ready
81,82,19,0,40,89,61,74,87,58,94,Highly Ready
59,53,9,12,41,52,40,81,62,79,52,Moderately Ready
24,48,15,12,6,33,5,41,61,50,54,Needs Improvement
41,47,16,12,0,7,1,16,5,45,43,Not Ready Yet
70,80,1,5,57,87,59,95,81,79,71,Highly Ready
53,44,9,0,12,51,51,76,96,61,40,Moderately Ready
86,51,6,0,3,87,58,50,83,76,54,Highly Ready
73,86,0,0,48,86,100,30,83,67,50,Highly Ready
51,57,0,1,78,61,43,34,80,76,90,Moderately Ready
44,23,18,0,65,31,21,38,24,44,28,Not Ready Yet
28,11,20,9,62,42,53,26,46,56,8,Not Ready Yet
42,67,12,8,0,17,39,43,65,26,28,Needs Improvement
90,91,15,0,43,71,68,66,90,69,85,Highly Ready
95,59,11,2,23,85,55,93,72,65,69,Highly Ready
53,77,2,5,46,87,62,68,72,50,58,Moderately Ready
40,9,15,12,27,52,12,41,57,49,33,Not Ready Yet
38,24,14,12,100,60,39,18,72,48,42,Needs Improvement
83,45,3,2,70,67,60,78,58,45,57,Moderately Ready
97,92,0,6,83,60,75,70,97,88,100,Highly Ready
11,9,20,0,9,22,43,18,19,19,33,Not Ready Yet
24,29,19,0,23,37,33,6,9,45,22,Not Ready Yet
72,60,0,4,10,96,76,59,89,86,73,Highly Ready
87,46,8,3,2,73,78,33,98,77,54,Moderately Ready
4,0,19,7,92,23,46,17,34,29,17,Not Ready Yet
99,73,0,6,47,76,61,64,82,66,59,Highly Ready
66,43,0,0,38,65,61,72,49,76,42,Moderately Ready
27,14,14,7,32,55,0,5,39,24,15,Not Ready Yet
46,35,20,0,12,53,32,25,61,56,36,Needs Improvement
65,32,4,0,67,88,59,44,61,59,63,Moderately Ready
57,34,14,11,65,24,24,11,43,55,6,Not Ready Yet
26,24,5,9,38,55,54,28,51,30,39,Needs Improvement
67,53,0,5,0,59,62,76,55,75,80,Moderately Ready
88,98,0,8,5,79,59,96,83,52,78,Highly Ready
93,100,0,11,24,80,87,84,100,68,95,Highly Ready
93,96,0,0,4,89,77,90,65,71,87,Highly Ready
57,92,2,12,36,72,77,73,58,41,56,Moderately Ready
29,46,6,10,8,55,0,0,35,45,0,Needs Improvement
17,22,1,12,13,11,23,11,33,11,13,Not Ready Yet
5,18,13,0,59,44,7,43,21,31,20,Not Ready Yet
31,25,18,0,91,44,31,53,86,50,21,Needs Improvement
29,16,15,12,75,42,14,30,52,28,11,Not Ready Yet
66,52,9,0,17,53,20,56,100,69,61,Moderately Ready
66,74,0,6,81,62,34,51,49,65,56,Moderately Ready
10,14,16,12,30,32,18,12,47,43,13,Not Ready Yet
88,62,8,1,72,100,80,41,76,99,66,Highly Ready
46,6,10,9,63,1,25,23,51,36,39,Not Ready Yet
73,98,1,5,20,74,60,60,87,54,77,Highly Ready
21,39,14,12,72,34,21,33,34,21,6,Not Ready Yet
65,59,19,7,80,53,64,79,30,47,49,Moderately Ready
40,1,9,12,6,22,0,28,44,63,30,Not Ready Yet
72,80,7,0,77,76,87,79,78,61,73,Moderately Ready
69,69,0,0,75,72,49,30,61,73,55,Moderately Ready
6,37,3,7,55,26,2,38,15,42,47,Not Ready Yet
27,8,20,0,56,18,34,12,13,20,27,Not Ready Yet
21,5,13,12,58,4,19,17,23,41,36,Not Ready Yet
41,25,11,0,31,45,27,54,54,68,53,Needs Improvement
64,49,6,12,8,60,62,59,74,62,67,Moderately Ready
64,74,10,11,62,57,64,80,52,56,69,Moderately Ready
84,45,12,5,87,94,39,69,94,72,77,Highly Ready
52,73,0,0,0,53,38,32,73,59,65,Moderately Ready
0,34,20,7,82,21,11,31,38,14,5,Not Ready Yet
26,48,12,7,10,65,47,60,90,55,31,Needs Improvement
47,69,0,10,44,68,74,73,75,86,56,Moderately Ready
47,44,7,0,22,48,33,46,82,52,63,Needs Improvement
55,54,20,8,69,44,18,57,62,63,49,Not Ready Yet
60,69,5,4,30,50,60,50,83,46,64,Moderately Ready
87,77,20,0,37,77,55,80,80,44,41,Moderately Ready
41,50,8,12,54,47,47,52,87,67,59,Moderately Ready
40,10,20,6,13,28,44,5,20,33,32,Not Ready Yet
65,88,20,5,95,61,34,79,64,50,54,Moderately Ready
89,81,0,0,70,69,39,28,76,80,67,Moderately Ready
68,88,6,12,100,100,55,100,64,66,98,Highly Ready
4,26,15,12,81,57,61,49,65,29,50,Needs Improvement
13,21,14,0,84,28,44,28,14,30,36,Not Ready Yet
73,80,1,0,30,78,23,26,54,47,57,Moderately Ready
65,83,0,6,87,90,43,37,70,61,84,Moderately Ready
45,74,0,0,81,69,31,40,85,52,82,Moderately Ready
100,99,0,4,55,79,80,88,62,80,74,Highly Ready
95,90,10,3,75,83,100,78,69,83,47,Highly Ready
36,55,20,3,59,28,35,42,60,41,48,Needs Improvement
73,81,0,0,43,83,79,63,80,74,74,Highly Ready
42,24,20,12,61,2,14,17,43,48,37,Not Ready Yet
27,61,18,10,16,54,28,50,92,46,60,Needs Improvement
78,74,0,3,30,74,46,63,85,40,51,Moderately Ready
61,46,6,0,44,80,59,81,74,66,57,Moderately Ready
70,76,10,2,40,56,68,88,95,78,45,Highly Ready
100,82,6,12,88,68,39,59,92,73,64,Highly Ready
91,54,0,2,32,55,86,89,59,82,83,Highly Ready
37,42,11,0,75,42,18,38,35,52,30,Not Ready Yet
61,88,20,11,57,35,45,83,83,75,58,Moderately Ready
74,73,5,2,57,64,64,40,55,80,82,Moderately Ready
92,76,11,0,85,100,67,57,84,100,87,Highly Ready
70,81,0,0,95,58,55,91,100,99,98,Highly Ready
97,69,2,5,0,58,57,85,72,71,100,Highly Ready
70,70,6,0,83,77,93,61,70,93,77,Highly Ready
95,83,5,0,16,88,33,89,73,74,59,Highly Ready
60,72,12,2,24,35,28,42,56,57,23,Needs Improvement
40,45,20,12,68,35,54,47,69,30,31,Needs Improvement
91,96,19,7,47,63,58,86,69,76,41,Moderately Ready
51,53,20,0,67,59,40,24,76,56,89,Moderately Ready
85,60,20,5,78,54,48,45,72,37,69,Moderately Ready
56,41,0,12,62,66,38,82,45,89,50,Moderately Ready
88,61,5,0,83,100,96,65,64,78,81,Highly Ready
60,46,6,12,100,48,38,66,94,37,63,Moderately Ready
44,38,6,0,68,37,47,30,29,40,56,Needs Improvement
90,48,8,12,76,100,81,79,79,52,63,Moderately Ready
53,92,0,8,28,73,78,92,75,74,88,Highly Ready
17,35,19,12,80,3,0,32,51,32,10,Not Ready Yet
44,12,14,4,100,31,6,44,38,54,49,Not Ready Yet
7,37,20,6,92,27,0,1,34,40,55,Not Ready Yet
86,64,14,5,30,67,37,71,67,42,51,Moderately Ready
88,59,12,12,65,37,59,67,71,89,76,Moderately Ready
90,81,0,0,47,82,100,96,97,72,100,Highly Ready
62,86,9,0,96,90,84,62,60,75,67,Moderately Ready
86,67,6,0,70,65,19,62,100,47,33,Highly Ready
65,62,15,10,58,77,52,50,73,45,62,Moderately Ready
35,45,0,3,99,38,33,24,68,39,50,Needs Improvement
69,58,0,0,90,62,51,48,79,56,53,Moderately Ready
48,32,6,12,54,55,53,71,34,43,58,Needs Improvement
46,49,6,0,95,92,55,58,67,61,84,Moderately Ready
66,76,20,2,76,79,17,43,70,63,85,Moderately Ready
8,27,19,12,83,9,19,17,27,52,51,Not Ready Yet
76,69,5,0,71,90,80,100,88,62,60,Highly Ready
85,81,8,12,53,60,63,56,74,52,46,Moderately Ready
77,73,5,4,86,72,90,91,77,79,100,Highly Ready
100,79,0,1,5,70,90,56,87,61,100,Highly Ready
36,28,6,6,77,34,26,30,46,15,22,Not Ready Yet
61,64,7,1,3,94,52,42,90,50,69,Moderately Ready
100,55,0,6,20,88,50,40,66,60,82,Highly Ready
76,81,0,0,55,90,74,33,53,47,92,Needs Improvement
34,37,6,5,59,42,8,22,52,31,44,Not Ready Yet
69,41,0,12,3,45,44,68,71,83,77,Moderately Ready
88,70,14,4,0,100,62,74,54,95,86,Highly Ready
61,48,20,8,54,62,59,42,67,44,43,Needs Improvement
15,13,20,3,6,0,30,13,25,21,44,Not Ready Yet
50,35,8,5,43,65,44,23,81,73,50,Needs Improvement
57,73,0,0,100,60,71,80,78,52,72,Moderately Ready
89,100,0,1,89,59,80,80,74,90,61,Highly Ready
32,23,4,3,85,26,26,31,44,40,33,Not Ready Yet
71,78,0,0,52,66,84,30,76,36,73,Highly Ready
76,76,7,11,3,56,56,40,60,72,55,Highly Ready
34,31,20,10,55,10,49,26,19,8,34,Not Ready Yet
100,93,9,0,55,95,80,71,99,67,98,Highly Ready
8,31,12,12,68,23,24,10,46,40,23,Not Ready Yet
81,67,4,0,38,100,100,66,42,81,91,Highly Ready
74,97,18,0,69,74,76,85,68,81,84,Highly Ready
36,29,14,0,69,57,51,27,57,29,46,Needs Improvement
63,66,10,0,20,56,54,72,61,56,75,Moderately Ready
64,89,20,2,55,50,42,38,53,57,83,Moderately Ready
45,39,0,1,74,65,46,55,70,70,41,Needs Improvement
33,63,8,7,58,53,20,8,62,46,30,Needs Improvement
97,97,0,0,87,65,86,63,79,81,72,Highly Ready
76,63,2,5,31,59,46,48,97,64,69,Moderately Ready
100,76,5,0,59,70,100,47,86,72,83,Highly Ready
84,74,6,2,58,49,100,83,70,95,80,Highly Ready
75,64,19,0,10,60,81,44,53,62,47,Moderately Ready
64,29,0,11,89,57,52,55,77,41,42,Needs Improvement
31,49,1,5,61,9,14,37,46,23,25,Not Ready Yet
66,72,2,2,22,85,71,69,100,66,73,Highly Ready
67,77,0,8,100,79,42,52,61,45,48,Moderately Ready
84,71,0,0,49,67,83,64,81,76,58,Moderately Ready
71,72,10,2,96,86,89,52,74,65,60,Moderately Ready
43,37,20,0,42,54,23,55,48,31,32,Needs Improvement
60,85,10,12,46,96,41,63,67,57,63,Moderately Ready
42,18,20,12,50,55,43,20,23,50,31,Not Ready Yet
43,68,0,0,84,67,51,56,100,46,54,Moderately Ready
29,22,10,0,89,46,14,52,49,34,51,Needs Improvement
48,33,12,2,77,33,48,62,45,57,40,Needs Improvement
71,100,9,0,64,70,99,100,90,95,100,Highly Ready
42,49,14,10,100,65,29,42,70,63,55,Needs Improvement
